nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan,kategori_resto_encoded,price_range_encoded,dataset_version,training_date
MIE BASO CEKER LESGAR,"PS. KOSAMBI, DEPAN, JL. BARANANG SIANG NO.1",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,571,8,2.0,enriched_v1.0,2025-07-09
MIE BASO SAPI MANG EMAN,JL. BARANANG SIANG NO.4,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,45,8,2.0,enriched_v1.0,2025-07-09
MIE BASO CAMPUR BUNGSU,JL. VETERAN NO.46,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,195,8,2.0,enriched_v1.0,2025-07-09
BAKSO KUMKUM,JL. SURAREJA,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,28,8,2.0,enriched_v1.0,2025-07-09
WARUNG BI EEM,JL. PANAITAN NO.22,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,67,7,2.0,enriched_v1.0,2025-07-09
MIE BASO RASIMAN,JL. VETERAN NO.111,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,52,8,2.0,enriched_v1.0,2025-07-09
MIE BASO OPUNG,JL. BARANANG SIANG NO.36,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,190,8,2.0,enriched_v1.0,2025-07-09
NASI GORENG YONAN,"JL. BARANANG SIANG NO.GANG, RT.07/RW.10",sumur bandung,3.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Local Food,406,7,2.0,enriched_v1.0,2025-07-09
WARUNG NASI IBU ENCUM,JL. BARANANG SIANG NO.34B,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,416,7,2.0,enriched_v1.0,2025-07-09
PEMPEK 10 ULU PAK ANANG,JL. SUNDA NO.67,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,409,8,2.0,enriched_v1.0,2025-07-09
IKAN LAUT BAKAR SUNDA RASA,JL. CIBUNUT NO.34,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Seafood,587,9,2.0,enriched_v1.0,2025-07-09
ANGKRINGAN SCOOTER,JL. VETERAN NO.74,sumur bandung,4.4,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,370,8,2.0,enriched_v1.0,2025-07-09
SABANA KAPAU BARANANGSIANG,JL. BARANANG SIANG NO.5,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,302,8,2.0,enriched_v1.0,2025-07-09
NASI GORENG PA WAWAN,JL. SUNDA,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,40,7,2.0,enriched_v1.0,2025-07-09
MARTABAK BANDUNG 89,JL. SUNDA NO.86,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,784,8,2.0,enriched_v1.0,2025-07-09
KANTIN IBU ERNA,JL. SUNDA NO.66,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,740,8,2.0,enriched_v1.0,2025-07-09
WARNAS SUKASARI,JL. RAJAMANTRI WETAN DEPAN NO 17 BUAH BATU,lengkong,4.521932114882507,Rp 50.000 - 100.000,71000.0,5.91,12013.54,3.04841784216546,43.0,41.0,Very High (4.5-5.0),Restaurant,245,8,2.0,enriched_v1.0,2025-07-09
GANETO RUMAH MAKAN,"JL. NARIPAN NO. 147 KEBON PISANG SUMURBANDUNG BANDUNG JAWA
  BARAT",sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,252,7,2.0,enriched_v1.0,2025-07-09
WARUNG NASI MA ILOH,JL. BARANANG SIANG NO.22,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,45,7,2.0,enriched_v1.0,2025-07-09
BATAGOR RIASARI,JL. VETERAN,sumur bandung,3.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,130,8,2.0,enriched_v1.0,2025-07-09
NASI GORENG NAHDIA PUTRI BERKAH,JL. BARANANG SIANG NO.104,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,16,7,2.0,enriched_v1.0,2025-07-09
PECEL LELE SABAR,JL. BARANANG SIANG,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,153,8,2.0,enriched_v1.0,2025-07-09
BU WAHYU AYAM PENYET,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,3.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,281,8,2.0,enriched_v1.0,2025-07-09
"PEMPEK ""MURNI"" PALEMBANG","DEPAN, JL. BARANANG SIANG NO.4",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,46,8,2.0,enriched_v1.0,2025-07-09
PINUKKA CATERING & RESTO,JL. NARIPAN NO.131,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,151,8,2.0,enriched_v1.0,2025-07-09
WARUNG SATE HM HARRIS,JL. ASIA AFRIKA NO.155,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,175,7,2.0,enriched_v1.0,2025-07-09
AYAM GALAK BARA8,JL. BARANANG SIANG NO.59,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,78,8,2.0,enriched_v1.0,2025-07-09
SAYOGI MINASI,JL. BARANANG SIANG NO.65,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,77,7,2.0,enriched_v1.0,2025-07-09
WARUNG NASI IBU ODJOH,"3JM9+675, JL. SUNDA",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,492,7,2.0,enriched_v1.0,2025-07-09
WARUNG NASI NS,JL. BARANANG SIANG NO.61,sumur bandung,4.8,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,73,7,2.0,enriched_v1.0,2025-07-09
SOTO SULUNG,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,760,8,2.0,enriched_v1.0,2025-07-09
QUEEN YUMMY,JL. BARANANG SIANG NO.61,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,96,8,2.0,enriched_v1.0,2025-07-09
NASI KUNING BU APONG,JL. TAMAN CIBUNUT UTARA NO.1,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,177,7,2.0,enriched_v1.0,2025-07-09
WARUNG MALAM,JL. BARANANG SIANG NO.73/34A,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,190,7,2.0,enriched_v1.0,2025-07-09
VINCERO SOCIAL HOUSE,JL. PANAITAN NO.33,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,192,8,2.0,enriched_v1.0,2025-07-09
RM IBU HAJI CIJANTUNG VAN DEVENTER,"3JJ8+X2X, JL. VAN DEVENTER",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,504,8,2.0,enriched_v1.0,2025-07-09
MASAKAN RUMAH DAPUR SAAD,JL. SAAD NO.9,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,45,8,2.0,enriched_v1.0,2025-07-09
WARTEG JAYA BAHARI,JL. BARANANG SIANG NO.28,sumur bandung,4.5,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,54,8,2.0,enriched_v1.0,2025-07-09
WARUNG NASI IBU TETI,JL. BARANANG SIANG NO.59,sumur bandung,4.8,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,94,7,2.0,enriched_v1.0,2025-07-09
WARUNG BU MAY,PS. KOSAMBI,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,169,7,2.0,enriched_v1.0,2025-07-09
RUMAH MAKAN NY TJOAN,JL. SAAD NO.26,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,424,7,2.0,enriched_v1.0,2025-07-09
KEDAI NYONYA RUMAH,JL. NARIPAN NO.92C,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,780,8,2.0,enriched_v1.0,2025-07-09
KINJO SHOKUDO (BENTO & TEPPANYAKI),"PS. KOSAMBI, JL. A. YANI NO.43 BLOK MB 42",sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,109,8,2.0,enriched_v1.0,2025-07-09
CHICKEN SUMO,"TOSERBA YOGYA, JL. SUNDA",sumur bandung,3.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,90,8,2.0,enriched_v1.0,2025-07-09
YAMI YAMI NOODLE HOUSE,JL. SUNDA NO.MOR 53,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,410,8,2.0,enriched_v1.0,2025-07-09
CLASSIC CAFE & RESTO,JL. NARIPAN NO.48,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,4169,1,2.0,enriched_v1.0,2025-07-09
UMANARI CAFE & RESTO,JL. NARIPAN NO.36,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,16,1,2.0,enriched_v1.0,2025-07-09
BRUSSELS SPRING,JL. VETERAN NO.5,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,52,8,2.0,enriched_v1.0,2025-07-09
ANNAS FRIED CHIKEN KEBON PISANG ID,JL. BARANANG SIANG JL. KOSAMBI NO.45,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2801,8,2.0,enriched_v1.0,2025-07-09
WINGS UPSS,JL. NATUNA NO.5,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,778,8,2.0,enriched_v1.0,2025-07-09
DIETGO KITCHEN,JL. NARIPAN NO.34,sumur bandung,3.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,76,8,2.0,enriched_v1.0,2025-07-09
SAGI KITCHEN,JL. SUNDA NO.85,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,124,8,2.0,enriched_v1.0,2025-07-09
FOODLIFE FOOD COURT,JL. SUNDA NO.60,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,391,8,2.0,enriched_v1.0,2025-07-09
HAYANG NGOPI,JL. EMBONG NO.6A,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,47,8,2.0,enriched_v1.0,2025-07-09
NM CAFE AND RESTO,JL. VETERAN NO.17C,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,488,1,2.0,enriched_v1.0,2025-07-09
HALOKA,JL. VETERAN NO.7,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,26,8,2.0,enriched_v1.0,2025-07-09
DAPUR CIBUNUT,JL. CIBUNUT NO.12 RT 07/07,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,598,8,2.0,enriched_v1.0,2025-07-09
JATINANGOR HOUSE - NARIPAN,JL. NARIPAN NO.34,sumur bandung,3.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,114,8,2.0,enriched_v1.0,2025-07-09
AMING COFFEE NARIPAN,JL. NARIPAN NO.47,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,105,1,2.0,enriched_v1.0,2025-07-09
MOUNLY - SAMPING YOGYA SUNDA,"SAMPING YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,152,8,2.0,enriched_v1.0,2025-07-09
SAMBEL HEJO NATUNA,JL. NATUNA NO.29,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,205,8,2.0,enriched_v1.0,2025-07-09
LAUT SUNDA RUMAH MAKAN,JL. SUNDA NO.77,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,326,7,2.0,enriched_v1.0,2025-07-09
CANTON CHINESE FOOD,JL. SUNDA NO.25,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Chinese Food,581,2,2.0,enriched_v1.0,2025-07-09
SEMADO'S SHAWARMA,JL. NARIPAN NO.63B,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,1918,8,2.0,enriched_v1.0,2025-07-09
KEUKEN VAN ELSJE,JL. BUTON NO.11,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,547,8,2.0,enriched_v1.0,2025-07-09
RAMENINPO THE HALLWAY KOSAMBI,"THE HALLWAY SPACE, PS. KOSAMBI, JL. A. YANI NO.221 LT. 2",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Japanese Food,165,5,2.0,enriched_v1.0,2025-07-09
MARTY'S PIZZA,JL. BRAGA NO.45,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Fast Food,1028,4,2.0,enriched_v1.0,2025-07-09
UDAY CAFE & RESTO,"BRAGA CITIWALK LT. G, JL. BRAGA NO. 99,101, BRAGA, SUMUR
  BANDUNG",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,328,1,2.0,enriched_v1.0,2025-07-09
TERRACE RESTO OMALIA CAFE,JL. BRAGA NO.74,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,310,1,2.0,enriched_v1.0,2025-07-09
HOT SATAY - SATE GORENG PEDAS,JL. TELEPON NO.5,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,14,8,2.0,enriched_v1.0,2025-07-09
NASI SATE & GULE PAK LILI,GG. SUNIARAJA NO.42,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,115,7,2.0,enriched_v1.0,2025-07-09
"SATE ""AJ"" ASIN PEDAS (SATE AYAM, SATE SAPI, KAMBING)",JL. SUNIARAJA NO.32,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,140,8,2.0,enriched_v1.0,2025-07-09
MILK N CRUMBS BRAGA,JL. BRAGA NO.43,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,54,8,2.0,enriched_v1.0,2025-07-09
SWEET CANTINA,JL. BRAGA NO.89,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,83,8,2.0,enriched_v1.0,2025-07-09
LAKKER CAKE SHOP,JL. BRAGA NO.83,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Bakery,300,0,2.0,enriched_v1.0,2025-07-09
DIMSUM.INMONS.CIMAREME,KOMPLEK CIMAREME INDAH A4 NO.9,sumur bandung,2.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Chinese Food,90,2,2.0,enriched_v1.0,2025-07-09
KEDAI DIMSUM TELEPON,JL. TELEPON NO.5,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Chinese Food,1877,2,2.0,enriched_v1.0,2025-07-09
KANTIN FAMILY (LOTEK CI AAN),JL. PECINAN LAMA GG. IYAS NO.9 RT02/002,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,183,8,2.0,enriched_v1.0,2025-07-09
RESTAURANT RASA,JL. TAMBLONG NO.15,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,288,8,2.0,enriched_v1.0,2025-07-09
TOKO SEJATI,JL. SUNIARAJA NO.120,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,213,8,2.0,enriched_v1.0,2025-07-09
KLAS TAP BAR,JL. SUNDA NO.65,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,51,8,2.0,enriched_v1.0,2025-07-09
FORK,JL. LEMBONG NO.8,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,261,8,2.0,enriched_v1.0,2025-07-09
LONTONG KARI GOW-GOW ALKATER,JL. ALKATERI NO.20,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,562,8,2.0,enriched_v1.0,2025-07-09
MER KOFFIE & BRUNCH,JL. BRAGA NO.64 2ND FLOOR,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,489,8,2.0,enriched_v1.0,2025-07-09
CHIIZ O CHICKEN,JL. ABC NO.21,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,364,8,2.0,enriched_v1.0,2025-07-09
BRAGA PERMAI,JL. BRAGA NO.58,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,187,8,2.0,enriched_v1.0,2025-07-09
MAISON BOGERIJEN,JL. BRAGA NO.58,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,173,8,2.0,enriched_v1.0,2025-07-09
WENDY'S - BRAGA,JL. BRAGA NO.99-101,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,230,8,2.0,enriched_v1.0,2025-07-09
PREANGER RESTAURANT,"GRAND HOTEL PREANGER, JL. ASIA AFRIKA NO.81",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,84,8,2.0,enriched_v1.0,2025-07-09
GELORA MINANG RESTAURANT,JL. LEMBONG NO.22,sumur bandung,4.5,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,423,8,2.0,enriched_v1.0,2025-07-09
WARUNG C'MAR FOOD COURT,JL. BRAGA NO.69,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,571,7,2.0,enriched_v1.0,2025-07-09
CARITA IZAKAYA,"ROOFTOP LANTAI 3 POPULAIR HOSTEL, JL. BRAGA NO.45",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,8,8,2.0,enriched_v1.0,2025-07-09
DE ALOEN ALOEN,"PASAR BARU SQUARE HOTEL, JL. OTTO ISKANDAR DINATA NO.81-89",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,543,8,2.0,enriched_v1.0,2025-07-09
MOSAIC RESTAURANT,"3JM6+3QP, JL. LEMBONG",sumur bandung,4.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,221,8,2.0,enriched_v1.0,2025-07-09
SOLARIA - BRAGA CITYWALK,JL. BRAGA NO.99-101,sumur bandung,3.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,1977,8,2.0,enriched_v1.0,2025-07-09
BRASSERIE RESTAURANT,JL. ASIA AFRIKA NO.81,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,138,8,2.0,enriched_v1.0,2025-07-09
MIE RICA KEJAKSAAN,JL. KEJAKSAAN NO.7,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,594,8,2.0,enriched_v1.0,2025-07-09
TOKO TAHILALATS,JL. BRAGA NO.35,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,200,8,2.0,enriched_v1.0,2025-07-09
KIPIKUPI CAFE,JL. ALKATERI NO.44,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,359,1,2.0,enriched_v1.0,2025-07-09
BANDUNG SUKI,JL. BRAGA NO.70,sumur bandung,4.4,Rp 100.000 - 200.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,130,8,2.0,enriched_v1.0,2025-07-09
HONG SIN RESTAURANT,JL. BANCEUY NO.110,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,512,8,2.0,enriched_v1.0,2025-07-09
GOLDEN FLOWER HOTEL - LOTUS GARDEN RESTAURANT,JL. ASIA AFRIKA NO.15-17,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,126,8,2.0,enriched_v1.0,2025-07-09
JABARANO COFFEE,JL. BRAGA NO.15,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,171,1,2.0,enriched_v1.0,2025-07-09
BOJA EATERY & BAR BANDUNG,"SUMATRA, JL. SUMATERA NO.21",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,282,8,2.0,enriched_v1.0,2025-07-09
SUIS BUTCHER BRAGA,JL. BRAGA NO.43,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,85,8,2.0,enriched_v1.0,2025-07-09
CANARY BAKERY AND CAFE,JL. BRAGA NO.16,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Bakery,157,0,2.0,enriched_v1.0,2025-07-09
WARUNG KOPI PURNAMA,JL. ALKATERI NO.22,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,524,1,2.0,enriched_v1.0,2025-07-09
WIKI KOFFIE,JL. BRAGA NO.90,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,116,8,2.0,enriched_v1.0,2025-07-09
ANGKRINGAN TETEH BANDUNG,JL. BRAGA NO.18A,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,152,8,2.0,enriched_v1.0,2025-07-09
ZENSEI,JL. BRAGA NO.41,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,17,8,2.0,enriched_v1.0,2025-07-09
