nama,alamat,kecamatan,google_rating,price_range_rupiah,Jumlah Penduduk,Luas Wilayah (km²),Kepadatan (jiwa/km²),jumlah_mall,jumlah_minimarket,jumlah_taman,rating_category,kategori_resto,jumlah_ulasan
"PEMPEK ""MURNI"" PALEMBANG","DEPAN, JL. BARANANG SIANG NO.4",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,46
PINUKKA CATERING & RESTO,JL. NARIPAN NO.131,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,151
WARUNG SATE HM HARRIS,JL. ASIA AFRIKA NO.155,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,175
AYAM GALAK BARA8,JL. BARANANG SIANG NO.59,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,78
SAYOGI MINASI,JL. BARANANG SIANG NO.65,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,77
WARUNG NASI IBU ODJOH,"3JM9+675, JL. SUNDA",sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,492
WARUNG NASI NS,JL. BARANANG SIANG NO.61,sumur bandung,4.8,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,73
SOTO SULUNG,"FOODLIFE TOSERBA YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,760
QUEEN YUMMY,JL. BARANANG SIANG NO.61,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,96
NASI KUNING BU APONG,JL. TAMAN CIBUNUT UTARA NO.1,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,177
WARUNG MALAM,JL. BARANANG SIANG NO.73/34A,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,190
VINCERO SOCIAL HOUSE,JL. PANAITAN NO.33,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,192
RM IBU HAJI CIJANTUNG VAN DEVENTER,"3JJ8+X2X, JL. VAN DEVENTER",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,504
MASAKAN RUMAH DAPUR SAAD,JL. SAAD NO.9,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,45
WARTEG JAYA BAHARI,JL. BARANANG SIANG NO.28,sumur bandung,4.5,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,54
WARUNG NASI IBU TETI,JL. BARANANG SIANG NO.59,sumur bandung,4.8,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,94
WARUNG BU MAY,PS. KOSAMBI,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,169
RUMAH MAKAN NY TJOAN,JL. SAAD NO.26,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,424
KEDAI NYONYA RUMAH,JL. NARIPAN NO.92C,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,780
KINJO SHOKUDO (BENTO & TEPPANYAKI),"PS. KOSAMBI, JL. A. YANI NO.43 BLOK MB 42",sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,109
CHICKEN SUMO,"TOSERBA YOGYA, JL. SUNDA",sumur bandung,3.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,90
YAMI YAMI NOODLE HOUSE,JL. SUNDA NO.MOR 53,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,410
CLASSIC CAFE & RESTO,JL. NARIPAN NO.48,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,4169
UMANARI CAFE & RESTO,JL. NARIPAN NO.36,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,16
BRUSSELS SPRING,JL. VETERAN NO.5,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,52
ANNAS FRIED CHIKEN KEBON PISANG ID,JL. BARANANG SIANG JL. KOSAMBI NO.45,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2801
WINGS UPSS,JL. NATUNA NO.5,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,778
DIETGO KITCHEN,JL. NARIPAN NO.34,sumur bandung,3.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,76
SAGI KITCHEN,JL. SUNDA NO.85,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,124
FOODLIFE FOOD COURT,JL. SUNDA NO.60,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,391
HAYANG NGOPI,JL. EMBONG NO.6A,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,47
NM CAFE AND RESTO,JL. VETERAN NO.17C,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,488
HALOKA,JL. VETERAN NO.7,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,26
DAPUR CIBUNUT,JL. CIBUNUT NO.12 RT 07/07,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,598
JATINANGOR HOUSE - NARIPAN,JL. NARIPAN NO.34,sumur bandung,3.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,114
AMING COFFEE NARIPAN,JL. NARIPAN NO.47,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,105
MOUNLY - SAMPING YOGYA SUNDA,"SAMPING YOGYA SUNDA, JL. SUNDA NO.60",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,152
SAMBEL HEJO NATUNA,JL. NATUNA NO.29,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,205
LAUT SUNDA RUMAH MAKAN,JL. SUNDA NO.77,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,326
CANTON CHINESE FOOD,JL. SUNDA NO.25,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Chinese Food,581
SEMADO'S SHAWARMA,JL. NARIPAN NO.63B,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,1918
KEUKEN VAN ELSJE,JL. BUTON NO.11,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,547
RAMENINPO THE HALLWAY KOSAMBI,"THE HALLWAY SPACE, PS. KOSAMBI, JL. A. YANI NO.221 LT. 2",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Japanese Food,165
MARTY'S PIZZA,JL. BRAGA NO.45,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Fast Food,1028
UDAY CAFE & RESTO,"BRAGA CITIWALK LT. G, JL. BRAGA NO. 99,101, BRAGA, SUMUR
  BANDUNG",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,328
TERRACE RESTO OMALIA CAFE,JL. BRAGA NO.74,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,310
HOT SATAY - SATE GORENG PEDAS,JL. TELEPON NO.5,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,14
NASI SATE & GULE PAK LILI,GG. SUNIARAJA NO.42,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Local Food,115
"SATE ""AJ"" ASIN PEDAS (SATE AYAM, SATE SAPI, KAMBING)",JL. SUNIARAJA NO.32,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,140
MILK N CRUMBS BRAGA,JL. BRAGA NO.43,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,54
SWEET CANTINA,JL. BRAGA NO.89,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,83
LAKKER CAKE SHOP,JL. BRAGA NO.83,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Bakery,300
DIMSUM.INMONS.CIMAREME,KOMPLEK CIMAREME INDAH A4 NO.9,sumur bandung,2.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Chinese Food,90
KEDAI DIMSUM TELEPON,JL. TELEPON NO.5,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Chinese Food,1877
KANTIN FAMILY (LOTEK CI AAN),JL. PECINAN LAMA GG. IYAS NO.9 RT02/002,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,183
RESTAURANT RASA,JL. TAMBLONG NO.15,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,288
TOKO SEJATI,JL. SUNIARAJA NO.120,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,213
KLAS TAP BAR,JL. SUNDA NO.65,sumur bandung,4.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,51
FORK,JL. LEMBONG NO.8,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,261
LONTONG KARI GOW-GOW ALKATER,JL. ALKATERI NO.20,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,562
MER KOFFIE & BRUNCH,JL. BRAGA NO.64 2ND FLOOR,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,489
CHIIZ O CHICKEN,JL. ABC NO.21,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,364
BRAGA PERMAI,JL. BRAGA NO.58,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,187
MAISON BOGERIJEN,JL. BRAGA NO.58,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,173
WENDY'S - BRAGA,JL. BRAGA NO.99-101,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,230
PREANGER RESTAURANT,"GRAND HOTEL PREANGER, JL. ASIA AFRIKA NO.81",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,84
GELORA MINANG RESTAURANT,JL. LEMBONG NO.22,sumur bandung,4.5,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,423
WARUNG C'MAR FOOD COURT,JL. BRAGA NO.69,sumur bandung,4.1,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Local Food,571
CARITA IZAKAYA,"ROOFTOP LANTAI 3 POPULAIR HOSTEL, JL. BRAGA NO.45",sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,8
DE ALOEN ALOEN,"PASAR BARU SQUARE HOTEL, JL. OTTO ISKANDAR DINATA NO.81-89",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,543
MOSAIC RESTAURANT,"3JM6+3QP, JL. LEMBONG",sumur bandung,4.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,221
SOLARIA - BRAGA CITYWALK,JL. BRAGA NO.99-101,sumur bandung,3.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Restaurant,1977
BRASSERIE RESTAURANT,JL. ASIA AFRIKA NO.81,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,138
MIE RICA KEJAKSAAN,JL. KEJAKSAAN NO.7,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,594
TOKO TAHILALATS,JL. BRAGA NO.35,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,200
KIPIKUPI CAFE,JL. ALKATERI NO.44,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,359
BANDUNG SUKI,JL. BRAGA NO.70,sumur bandung,4.4,Rp 100.000 - 200.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,130
HONG SIN RESTAURANT,JL. BANCEUY NO.110,sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,512
GOLDEN FLOWER HOTEL - LOTUS GARDEN RESTAURANT,JL. ASIA AFRIKA NO.15-17,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,126
JABARANO COFFEE,JL. BRAGA NO.15,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,171
BOJA EATERY & BAR BANDUNG,"SUMATRA, JL. SUMATERA NO.21",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,282
SUIS BUTCHER BRAGA,JL. BRAGA NO.43,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,85
CANARY BAKERY AND CAFE,JL. BRAGA NO.16,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Bakery,157
WARUNG KOPI PURNAMA,JL. ALKATERI NO.22,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,524
WIKI KOFFIE,JL. BRAGA NO.90,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,116
ANGKRINGAN TETEH BANDUNG,JL. BRAGA NO.18A,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,152
ZENSEI,JL. BRAGA NO.41,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,17
SOP KAKI MAS PENDI,JL. BANCEUY NO.20,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,237
KATSUNYAKA BRAGA SARINAH,JL. BRAGA NO.10,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,17
RASA BAKERY & CAFE,JL. TAMBLONG NO.15,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Bakery,167
CUPOLA COFFEE SHOP,JL. BRAGA NO.43,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,255
SALAD POINT ID BRAGA CITYWALK,JL. BRAGA NO.99-101,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,3447
WIFI.ID CORNER (WICO) - LEMBONG,JL. LEMBONG NO.11,sumur bandung,4.4,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,374
WHYNOT,JL. BRAGA NO.42,sumur bandung,4.3,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,986
GASTRO MEAT & GRILL,JL. BRAGA NO.40,sumur bandung,2.9,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Western Food,132
AROMA COFFEE,JL. BANCEUY NO.51,sumur bandung,4.6,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,1004
STOCKER HOUSE,JL. BRAGA NO.43,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,191
JURNAL RISA COFFEE BRAGA,JL. BRAGA NO.45,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,115
MYLOC COFFEE & CAFE,JL. BRAGA NO.111,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,263
FLASH COFFEE,"CITYWALK, JL. BRAGA NO.99-101",sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,93
LITTLE CONTRAST BRAGA,JL. BRAGA NO.88,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,249
KOPI TOKO DJAWA (BRAGA),JL. BRAGA NO.81,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,120
BLUE DOORS,JL. ALKATERI NO.2,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,751
KOPI JANJI JIWA & JIWA TOAST BRAGA BANDUNG,JL. BRAGA NO.99-101,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Cafe,89
CONCLAVE - DINE & MUSIC,"CONCLAVE DINE & MUSIC, B1 LEVEL, VUE PALACE HOTEL, JL.
  OTTO ISKANDAR DINATA NO.3",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,272
ELISABETH,JL. KB. SIRIH DALAM NO.6,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,580
BGANA RESTORAN KELUARGA,"JL. MERDEKA NO. 56, BANDUNG INDAH PLAZA LT 2",sumur bandung,4.2,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,2535
BLEND RESTO STEAK,JL. PURNAWARMAN NO.13-15,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Western Food,38
STARBUCKS • ASIA AFRIKA,JL. BRAGA NO.2,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,178
SUMBER HIDANGAN BAKERY,JL. BRAGA NO.20-22,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Bakery,837
BRAGA CITYWALK,JL. BRAGA NO.99-101,sumur bandung,4.5,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,105
FILOSOFI KOPI BRAGA,JL. BRAGA NO.3,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,402
SUSHI TEI,JL. SUMATERA NO.9,sumur bandung,4.6,Rp 100.000 - 200.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Japanese Food,201
SATE BRAGA TAICHAN DAN YAKITORI,JL. ABC NO.22,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,99
NYONYA MANIS DRINKING CLUB,JL. BRAGA NO.31-33,sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,161
RED DISTRICT,JL. BRAGA NO.84,sumur bandung,4.5,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,159
LA BARAGA CAFE,JL. BRAGA NO.54,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,36
I AM BEER,JL. SUNIARAJA NO.3,sumur bandung,4.4,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Restaurant,1833
OHARANG BBQ (아랑),JL. PURNAWARMAN NO.2,sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Korean Food,756
BELGIAN WAFEL,JL. PURNAWARMAN NO.13 LANTAI 3,sumur bandung,4.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,779
IMPERIAL THE CHINESE CUISINE,JL. PURNAWARMAN NO.13-15,sumur bandung,4.5,Rp 100.000 - 200.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Chinese Food,761
ROAD CAFE STEAK & PASTA,"FOODCOURT JL. MERDEKA.49, KONTAINER NO.7",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Cafe,795
HAINAN FRIED CHICKEN,"L3 , ISTANA BANDUNG ELECTRONIC CENTER ( BEC ) , JL.
  PURNAWARMAN, BABAKAN CIAMIS , 13-15 , SUMUR BANDUNG , 40117 BANDUNG , JAWA
  BARAT",sumur bandung,4.7,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Fast Food,295
FEEL IT BURGER,JL. MERDEKA NO.49,sumur bandung,1.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Fast Food,171
KEDAI KETO,JL. BABAKAN CIAMIS NO.96 1B,sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,57
SINGAPORE HOT POT,"ISTANA BEC, JL. PURNAWARMAN BLOK D NO.03 LANTAI 3",sumur bandung,5.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,184
MIGHTY STEAK RAW,JL. MERDEKA NO.49,sumur bandung,4.471320754716982,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Western Food,2063
PANEKUK (PANCAKE & KOPI),JL.KEBON SIRIH 1 NO 200/5B RT.07/08,sumur bandung,4.8,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Bakery,36
PILLOW CAKE,JL. ACEH NO.15,sumur bandung,4.4,Rp 15.000 - 50.000,38323.0,3.49,10980.8,4.0,19.0,38.0,High (4.0-4.5),Bakery,521
ACE HARDWARE - BEC,"GEDUNG BARU, BAN, ISTANA BEC, JL. PURNAWARMAN NO.5 – 17 LT.1",sumur bandung,4.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Very High (4.5-5.0),Restaurant,75
WAROENG MARANGGI D'SATE'S,JL. ACEH NO.24,sumur bandung,3.6,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Medium (3.5-4.0),Restaurant,466
IOTA COFFEE,"FOOD POINT, ISTANA BEC, JL. PURNAWARMAN NO.5-17 LT. 3",sumur bandung,3.0,Rp 50.000 - 100.000,38323.0,3.49,10980.8,4.0,19.0,38.0,Low (≤3.5),Cafe,190
